new_index,id,title,author,year,publisher,issn,url,doi,abstract,keyword,pages,num_pages,publication_venue,content_type,source
629,,Deep-FExt: Deep Feature Extraction for Vessel Segmentation and Centerline Prediction,Giles TettehMarkus RempflerClaus ZimmerBjoern H. Menze,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-67389-9_40,10.1007/978-3-319-67389-9_40,,,,,Machine Learning in Medical Imaging,Chapter,Springer
630,,Decomposition methods with deep corrections for reinforcement learning,Maxime BoutonKyle D. JulianAlireza NakhaeiKikuo FujimuraMykel J. Kochenderfer,2019,,,http://link.springer.com/article/10.1007/s10458-019-09407-z,10.1007/s10458-019-09407-z,,,,,Autonomous Agents and Multi-Agent Systems,Article,Springer
631,,Aggregating Deep Convolutional Features for Melanoma Recognition in Dermoscopy Images,Zhen YuXudong JiangTianfu WangBaiying Lei,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-67389-9_28,10.1007/978-3-319-67389-9_28,,,,,Machine Learning in Medical Imaging,Chapter,Springer
632,,NTP: A Neural Net Topology Profiler,Pravin ChandranRaghavendra BhatJuby JoseViswanath DibburPrakash Sirra Ajith,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-49556-5_28,10.1007/978-3-030-49556-5_28,,,,,"Benchmarking, Measuring, and Optimizing",Chapter,Springer
633,,Interactive Incremental Online Learning of Objects Onboard of a Cooperative Autonomous Mobile Robot,Stephan HaslerJennifer KregerUte Bauer-Wersing,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04239-4_25,10.1007/978-3-030-04239-4_25,,,,,Neural Information Processing,Chapter,Springer
634,,Automatic Pose Estimation of Micro Unmanned Aerial Vehicle for Autonomous Landing,Manish ShresthaSanjeeb Prasad PandayBasanta JoshiAman ShakyaRom Kant Pandey,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-60796-8_1,10.1007/978-3-030-60796-8_1,,,,,Intelligent Computing Methodologies,Chapter,Springer
635,,Efficient PatchMatch Algorithm to Detect False Crowd in Digitally Forged Images,Rakhshanda JavidM. Mohsin RiazAbdul GhafoorNaveed Iqbal,2020,,,http://link.springer.com/chapter/10.1007/978-981-15-5232-8_53,10.1007/978-981-15-5232-8_53,,,,,Intelligent Technologies and Applications,Chapter,Springer
636,,Mammogram Classification Schemes by Using Convolutional Neural Networks,Danny SorianoCarlos AguilarIvan Ramirez-MoralesEduardo TusaWilmer RivasMaritza Pinta,2018,,,http://link.springer.com/chapter/10.1007/978-3-319-72727-1_6,10.1007/978-3-319-72727-1_6,,,,,Technology Trends,Chapter,Springer
637,,"Towards Holistic Concept Representations: Embedding Relational Knowledge, Visual Attributes, and Distributional Word Semantics",Steffen ThomaAchim RettingerFabian Both,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-68288-4_41,10.1007/978-3-319-68288-4_41,,,,,The Semantic Web – ISWC 2017,Chapter,Springer
638,,"Efficient Supervision for Robot Learning Via Imitation, Simulation, and Adaptation",Markus Wulfmeier,2019,,,http://link.springer.com/article/10.1007/s13218-019-00587-0,10.1007/s13218-019-00587-0,,,,,KI - Künstliche Intelligenz,Article,Springer
639,,Information Retrieval from Microblogs During Disasters: In the Light of IRMiDis Task,Moumita BasuKripabandhu GhoshSaptarshi Ghosh,2020,,,http://link.springer.com/article/10.1007/s42979-020-0065-1,10.1007/s42979-020-0065-1,,,,,SN Computer Science,Article,Springer
640,,Global vs. local models for cross-project defect prediction,Steffen HerboldAlexander TrautschJens Grabowski,2017,,,http://link.springer.com/article/10.1007/s10664-016-9468-y,10.1007/s10664-016-9468-y,,,,,Empirical Software Engineering,Article,Springer
641,,Interview with Peter Stone and Matthew E. Taylor,Daniel Kudenko,2014,,,http://link.springer.com/article/10.1007/s13218-013-0285-9,10.1007/s13218-013-0285-9,,,,,KI - Künstliche Intelligenz,Article,Springer
642,,Probability Flow for Classifying Crystallographic Space Groups,Jin Pan,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-63393-6_30,10.1007/978-3-030-63393-6_30,,,,,"Driving Scientific and Engineering Discoveries Through the Convergence of HPC, Big Data and AI",Chapter,Springer
643,,Towards a Universal Steganalyser Using Convolutional Neural Networks,Inas Jawad KadhimPrashan PremaratnePeter James VialOsamah M. Al-QershiQasim Al-Shebani,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-60796-8_53,10.1007/978-3-030-60796-8_53,,,,,Intelligent Computing Methodologies,Chapter,Springer
644,,Classification of Alzheimer’s Disease by Cascaded Convolutional Neural Networks Using PET Images,Danni ChengManhua Liu,2017,,,http://link.springer.com/chapter/10.1007/978-3-319-67389-9_13,10.1007/978-3-319-67389-9_13,,,,,Machine Learning in Medical Imaging,Chapter,Springer
645,,Tracking the Race Between Deep Reinforcement Learning and Imitation Learning,Timo P. GrosDaniel HöllerJörg HoffmannVerena Wolf,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-59854-9_2,10.1007/978-3-030-59854-9_2,,,,,Quantitative Evaluation of Systems,Chapter,Springer
646,,HeteroUI: A Framework Based on Heterogeneous Information Network Embedding for User Identification in Enterprise Networks,Meng LiLijun CaiAimin YuHaibo YuDan Meng,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-41579-2_10,10.1007/978-3-030-41579-2_10,,,,,Information and Communications Security,Chapter,Springer
647,,Audio Interval Retrieval Using Convolutional Neural Networks,Ievgeniia KuzminykhDan ShevchukStavros ShiaelesBogdan Ghita,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-65726-0_21,10.1007/978-3-030-65726-0_21,,,,,"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",Chapter,Springer
648,,Brain Slices Microscopic Detection Using Simplified SSD with Cycle-GAN Data Augmentation,Weizhou LiuLong ChengDeyuan Meng,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04212-7_40,10.1007/978-3-030-04212-7_40,,,,,Neural Information Processing,Chapter,Springer
649,,Person Re-Identification with a Body Orientation-Specific Convolutional Neural Network,Yiqiang ChenStefan DuffnerAndrei StoianJean-Yves DufourAtilla Baskurt,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-01449-0_3,10.1007/978-3-030-01449-0_3,,,,,Advanced Concepts for Intelligent Vision Systems,Chapter,Springer
650,,Unsupervised Deep Clustering for Fashion Images,Cairong YanUmar Subhan MalhiYongfeng HuangRan Tao,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-21451-7_8,10.1007/978-3-030-21451-7_8,,,,,Knowledge Management in Organizations,Chapter,Springer
651,,Learning Relational Options for Inductive Transfer in Relational Reinforcement Learning,Tom CroonenborghsKurt DriessensMaurice Bruynooghe,2008,,,http://link.springer.com/chapter/10.1007/978-3-540-78469-2_12,10.1007/978-3-540-78469-2_12,,,,,Inductive Logic Programming,Chapter,Springer
652,,A transfer cost-sensitive boosting approach for cross-project defect prediction,Duksan RyuJong-In JangJongmoon Baik,2017,,,http://link.springer.com/article/10.1007/s11219-015-9287-1,10.1007/s11219-015-9287-1,,,,,Software Quality Journal,Article,Springer
653,,Contextualized BERT Sentence Embeddings for Author Profiling: The Cost of Performances,Marco PolignanoMarco de GemmisGiovanni Semeraro,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-58811-3_10,10.1007/978-3-030-58811-3_10,,,,,Computational Science and Its Applications – ICCSA 2020,Chapter,Springer
654,,Natural Language Processing with DeepPavlov Library and Additional Semantic Features,Oleg Sattarov,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-33274-7_10,10.1007/978-3-030-33274-7_10,,,,,Artificial Intelligence,Chapter,Springer
655,,Constructing Dataset Based on Concept Hierarchy for Evaluating Word Vectors Learned from Multisense Words,Tomoaki YamazakiTetsuya ToyotaKouzou Ohara,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-30639-7_8,10.1007/978-3-030-30639-7_8,,,,,Knowledge Management and Acquisition for Intelligent Systems,Chapter,Springer
656,,"Automatic, highly accurate app permission recommendation",Zhongxin LiuXin XiaDavid LoJohn Grundy,2019,,,http://link.springer.com/article/10.1007/s10515-019-00254-6,10.1007/s10515-019-00254-6,,,,,Automated Software Engineering,Article,Springer
657,,Automated CPE Labeling of CVE Summaries with Machine Learning,Emil WåreusMartin Hell,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-52683-2_1,10.1007/978-3-030-52683-2_1,,,,,"Detection of Intrusions and Malware, and Vulnerability Assessment",Chapter,Springer
658,,Aligning Salient Objects to Queries: A Multi-modal and Multi-object Image Retrieval Framework,Sounak DeyAnjan DuttaSuman K. GhoshErnest ValvenyJosep LladósUmapada Pal,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-20890-5_16,10.1007/978-3-030-20890-5_16,,,,,Computer Vision – ACCV 2018,Chapter,Springer
659,,Towards a Universal Classifier for Crystallographic Space Groups: A Trickle-Down Approach to Handle Data Imbalance,Sajal DashArchi Dasgupta,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-63393-6_31,10.1007/978-3-030-63393-6_31,,,,,"Driving Scientific and Engineering Discoveries Through the Convergence of HPC, Big Data and AI",Chapter,Springer
660,,3D Dynamic Hand Gestures Recognition Using the Leap Motion Sensor and Convolutional Neural Networks,Katia LupinettiAndrea RanieriFranca GianniniMarina Monti,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-58465-8_31,10.1007/978-3-030-58465-8_31,,,,,"Augmented Reality, Virtual Reality, and Computer Graphics",Chapter,Springer
661,,"Towards Explanatory Interactive Image Captioning Using Top-Down and Bottom-Up Features, Beam Search and Re-ranking",Rajarshi BiswasMichael BarzDaniel Sonntag,2020,,,http://link.springer.com/article/10.1007/s13218-020-00679-2,10.1007/s13218-020-00679-2,,,,,KI - Künstliche Intelligenz,Article,Springer
662,,Exploring Algorithmic Fairness in Deep Speaker Verification,Gianni FenuHicham LafhouliMirko Marras,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-58811-3_6,10.1007/978-3-030-58811-3_6,,,,,Computational Science and Its Applications – ICCSA 2020,Chapter,Springer
663,,Partial Image Texture Translation Using Weakly-Supervised Semantic Segmentation,Gibran Benitez-GarciaWataru ShimodaShin MatsuoKeiji Yanai,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-58790-1_25,10.1007/978-3-030-58790-1_25,,,,,New Frontiers in Artificial Intelligence,Chapter,Springer
664,,A Pathology Image Diagnosis Network with Visual Interpretability and Structured Diagnostic Report,Kai MaKaijie WuHao ChengChaochen GuRui XuXinping Guan,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04224-0_24,10.1007/978-3-030-04224-0_24,,,,,Neural Information Processing,Chapter,Springer
665,,Automatic Visual Classification of Parking Lot Spaces: A Comparison Between BoF and CNN Approaches,Jhon Edison Goez MoraJuan Camilo Londoño LoperaDiego Alberto Patiño Cortes,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-00350-0_14,10.1007/978-3-030-00350-0_14,,,,,Applied Computer Sciences in Engineering,Chapter,Springer
666,,"Deep Ensemble Model with the Fusion of Character, Word and Lexicon Level Information for Emotion and Sentiment Prediction",Deepanway GhosalMd Shad AkhtarAsif EkbalPushpak Bhattacharyya,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04221-9_15,10.1007/978-3-030-04221-9_15,,,,,Neural Information Processing,Chapter,Springer
667,,Source-Guided Adversarial Learning and Data Augmentation for Domain Generalization,Yujui ChenTse-Wei LinChiou-Ting Hsu,2020,,,http://link.springer.com/article/10.1007/s42979-020-00375-w,10.1007/s42979-020-00375-w,,,,,SN Computer Science,Article,Springer
668,,Q-Learning of Spatial Actions for Hierarchical Planner of Cognitive Agents,Gleb KiselevAleksandr Panov,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-60337-3_16,10.1007/978-3-030-60337-3_16,,,,,Interactive Collaborative Robotics,Chapter,Springer
669,,Delving into Diversity in Substitute Ensembles and Transferability of Adversarial Examples,Jie HangKeJi HanYun Li,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04182-3_16,10.1007/978-3-030-04182-3_16,,,,,Neural Information Processing,Chapter,Springer
670,,Accelerate Personalized IoT Service Provision by Cloud-Aided Edge Reinforcement Learning: A Case Study on Smart Lighting,Jun NaHanduo ZhangXin DengBin ZhangZiyi Ye,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-65310-1_6,10.1007/978-3-030-65310-1_6,,,,,Service-Oriented Computing,Chapter,Springer
671,,Indoor vs. Outdoor Scene Classification for Mobile Robots,Petr NeduchalIvan GruberMiloš Železný,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-60337-3_24,10.1007/978-3-030-60337-3_24,,,,,Interactive Collaborative Robotics,Chapter,Springer
672,,LayerOut: Freezing Layers in Deep Neural Networks,Kelam GoutamS. BalasubramanianDarshan GeraR. Raghunatha Sarma,2020,,,http://link.springer.com/article/10.1007/s42979-020-00312-x,10.1007/s42979-020-00312-x,,,,,SN Computer Science,Article,Springer
673,,Pixel-Level Weed Classification Using Evolutionary Selection of Local Binary Pattern in a Stochastic Optimised Ensemble,Basil Andy LeaseW. K. WongLenin GopalChoo W. R. Chiong,2020,,,http://link.springer.com/article/10.1007/s42979-020-00357-y,10.1007/s42979-020-00357-y,,,,,SN Computer Science,Article,Springer
674,,Transfer for Automated Negotiation,Siqi ChenHaitham Bou AmmarKarl TuylsGerhard Weiss,2014,,,http://link.springer.com/article/10.1007/s13218-013-0284-x,10.1007/s13218-013-0284-x,,,,,KI - Künstliche Intelligenz,Article,Springer
675,,GP-based methods for domain adaptation: using brain decoding across subjects as a test-case,Roberto SantanaLuis MartiMengjie Zhang,2019,,,http://link.springer.com/article/10.1007/s10710-019-09352-6,10.1007/s10710-019-09352-6,,,,,Genetic Programming and Evolvable Machines,Article,Springer
676,,Cost-sensitive transfer kernel canonical correlation analysis for heterogeneous defect prediction,Zhiqiang LiXiao-Yuan JingFei WuXiaoke ZhuBaowen XuShi Ying,2018,,,http://link.springer.com/article/10.1007/s10515-017-0220-7,10.1007/s10515-017-0220-7,,,,,Automated Software Engineering,Article,Springer
677,,Relational Macros for Transfer in Reinforcement Learning,Lisa TorreyJude ShavlikTrevor WalkerRichard Maclin,2008,,,http://link.springer.com/chapter/10.1007/978-3-540-78469-2_25,10.1007/978-3-540-78469-2_25,,,,,Inductive Logic Programming,Chapter,Springer
678,,Benchmarking Deep Learning Models for Classification of Book Covers,Adriano LucieriHuzaifa SabirShoaib Ahmed SiddiquiSyed Tahseen Raza RizviBrian Kenji IwanaSeiichi UchidaAndreas DengelSheraz Ahmed,2020,,,http://link.springer.com/article/10.1007/s42979-020-00132-z,10.1007/s42979-020-00132-z,,,,,SN Computer Science,Article,Springer
679,,SIEVE: Helping developers sift wheat from chaff via cross-platform analysis,Agus SulistyaGede Artha Azriadi PranaAbhishek SharmaDavid LoChristoph Treude,2020,,,http://link.springer.com/article/10.1007/s10664-019-09775-w,10.1007/s10664-019-09775-w,,,,,Empirical Software Engineering,Article,Springer
680,,Correlation Filter Tracking with Complementary Features,Wei WangWeiguang LiMingquan Shi,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04224-0_42,10.1007/978-3-030-04224-0_42,,,,,Neural Information Processing,Chapter,Springer
681,,Deep Attention Model with Multiple Features for Rumor Identification,Lina WangWenqi WangTong ChenJianpeng KeBenxiao Tang,2020,,,http://link.springer.com/chapter/10.1007/978-981-15-9739-8_6,10.1007/978-981-15-9739-8_6,,,,,Frontiers in Cyber Security,Chapter,Springer
682,,Early Experience in Benchmarking Edge AI Processors with Object Detection Workloads,Yujie HuiJeffrey LienXiaoyi Lu,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-49556-5_3,10.1007/978-3-030-49556-5_3,,,,,"Benchmarking, Measuring, and Optimizing",Chapter,Springer
683,,Co-consistent Regularization with Discriminative Feature for Zero-Shot Learning,Yanling TianWeitong ZhangQieshi ZhangJun ChengPengyi HaoGang Lu,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04167-0_4,10.1007/978-3-030-04167-0_4,,,,,Neural Information Processing,Chapter,Springer
684,,Perceptual Compressive Sensing,Jiang DuXuemei XieChenye WangGuangming Shi,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-03338-5_23,10.1007/978-3-030-03338-5_23,,,,,Pattern Recognition and Computer Vision,Chapter,Springer
685,,ML Training on a Tiny Microcontroller for a Self-adaptive Neural Network-Based DC Motor Speed Controller,Frederik FunkThorsten BuckschDaniel Mueller-Gritschneder,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-66770-2_20,10.1007/978-3-030-66770-2_20,,,,,"IoT Streams for Data-Driven Predictive Maintenance and IoT, Edge, and Mobile for Embedded Machine Learning",Chapter,Springer
686,,Fuzzy Bag-of-Topics Model for Short Text Representation,Hao JiaQing Li,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04221-9_42,10.1007/978-3-030-04221-9_42,,,,,Neural Information Processing,Chapter,Springer
687,,Melanoma Detection Computer System Development with Deep Neural Networks,Eugene Yu. ShchetininLeonid A. SevastianovDmitry S. KulyabovEdik A. AyryanAnastasia V. Demidova,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-66242-4_33,10.1007/978-3-030-66242-4_33,,,,,"Distributed Computer and Communication Networks: Control, Computation, Communications",Chapter,Springer
688,,A Multi-layered Psychological-Based Reference Model for Citizen Need Assessment Using AI-Powered Models,Rajwa AlharthiAbdulmotaleb El Saddik,2020,,,http://link.springer.com/article/10.1007/s42979-020-00271-3,10.1007/s42979-020-00271-3,,,,,SN Computer Science,Article,Springer
689,,Automated demarcation of requirements in textual specifications: a machine learning-based approach,Sallam AbualhaijaChetan AroraMehrdad SabetzadehLionel C. BriandMichael Traynor,2020,,,http://link.springer.com/article/10.1007/s10664-020-09864-1,10.1007/s10664-020-09864-1,,,,,Empirical Software Engineering,Article,Springer
690,,Faster R-CNN Deep Learning Model for Pedestrian Detection from Drone Images,Goon Li HungMohamad Safwan Bin SahimiHussein SammaTarik Adnan AlmohamadBadr Lahasan,2020,,,http://link.springer.com/article/10.1007/s42979-020-00125-y,10.1007/s42979-020-00125-y,,,,,SN Computer Science,Article,Springer
691,,Person Re-identification Using Group Context,Yiqiang ChenStefan DuffnerAndrei StoianJean-Yves DufourAtilla Baskurt,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-01449-0_33,10.1007/978-3-030-01449-0_33,,,,,Advanced Concepts for Intelligent Vision Systems,Chapter,Springer
692,,Self-Referenced Deep Learning,Xu LanXiatian ZhuShaogang Gong,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-20890-5_19,10.1007/978-3-030-20890-5_19,,,,,Computer Vision – ACCV 2018,Chapter,Springer
693,,Attention-Based Bidirectional Recurrent Neural Networks for Description Generation of Videos,Xiaotong DuJiabin YuanHu Liu,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-00021-9_40,10.1007/978-3-030-00021-9_40,,,,,Cloud Computing and Security,Chapter,Springer
694,,An Improved Convolutional Neural Network Architecture for Image Classification,A. Ferreyra-RamirezC. Aviles-CruzE. Rodriguez-MartinezJ. Villegas-CortezA. Zuñiga-Lopez,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-21077-9_9,10.1007/978-3-030-21077-9_9,,,,,Pattern Recognition,Chapter,Springer
695,,Semantic Segmentation Refinement by Monte Carlo Region Growing of High Confidence Detections,Philipe Ambrozio DiasHenry Medeiros,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-20890-5_9,10.1007/978-3-030-20890-5_9,,,,,Computer Vision – ACCV 2018,Chapter,Springer
696,,Recursive Chaining of Reversible Image-to-Image Translators for Face Aging,Ari HeljakkaArno SolinJuho Kannala,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-01449-0_26,10.1007/978-3-030-01449-0_26,,,,,Advanced Concepts for Intelligent Vision Systems,Chapter,Springer
697,,An Approach for Improving Automatic Mouth Emotion Recognition,Giulio BiondiValentina FranzoniOsvaldo GervasiDamiano Perri,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-24289-3_48,10.1007/978-3-030-24289-3_48,,,,,Computational Science and Its Applications – ICCSA 2019,Chapter,Springer
698,,Value-cognitive boosting with a support vector machine for cross-project defect prediction,Duksan RyuOkjoo ChoiJongmoon Baik,2016,,,http://link.springer.com/article/10.1007/s10664-014-9346-4,10.1007/s10664-014-9346-4,,,,,Empirical Software Engineering,Article,Springer
699,,Using Synthetic Images for Deep Learning Recognition Process on Automatic License Plate Recognition,Saulo Cardoso BarretoJorge Albuquerque LambertFlávio de Barros Vidal,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-21077-9_11,10.1007/978-3-030-21077-9_11,,,,,Pattern Recognition,Chapter,Springer
700,,MaLTESE: Large-Scale Simulation-Driven Machine Learning for Transient Driving Cycles,Shashi M. AithalPrasanna Balaprakash,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-20656-7_10,10.1007/978-3-030-20656-7_10,,,,,High Performance Computing,Chapter,Springer
701,,A multi-level grammar approach to grammar-guided genetic programming: the case of scheduling in heterogeneous networks,Takfarinas SaberDavid FaganDavid LynchStepan KuceraHolger ClaussenMichael O’Neill,2019,,,http://link.springer.com/article/10.1007/s10710-019-09346-4,10.1007/s10710-019-09346-4,,,,,Genetic Programming and Evolvable Machines,Article,Springer
702,,Machine Learning Attacks and Countermeasures for PUF-Based IoT Edge Node Security,Vishalini R. LaguduvaSrinivas KatkooriRobert Karam,2020,,,http://link.springer.com/article/10.1007/s42979-020-00303-y,10.1007/s42979-020-00303-y,,,,,SN Computer Science,Article,Springer
703,,Assessing the Impact of a Preprocessing Stage on Deep Learning Architectures for Breast Tumor Multi-class Classification with Histopathological Images,Iván CalvoSaul CalderonJordina Torrents-BarrenaErick MuñozDomenec Puig,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-41005-6_18,10.1007/978-3-030-41005-6_18,,,,,High Performance Computing,Chapter,Springer
704,,QIM: Quantifying Hyperparameter Importance for Deep Learning,Dan JiaRui WangChengzhong XuZhibin Yu,2016,,,http://link.springer.com/chapter/10.1007/978-3-319-47099-3_15,10.1007/978-3-319-47099-3_15,,,,,Network and Parallel Computing,Chapter,Springer
705,,Landmark-based data location verification in the cloud: review of approaches and challenges,Malik IrainJacques JordaZoubir Mammeri,2017,,,http://link.springer.com/article/10.1186/s13677-017-0095-y,10.1186/s13677-017-0095-y,,,,,Journal of Cloud Computing,Article,Springer
706,,Transductive Learning with String Kernels for Cross-Domain Text Classification,Radu Tudor IonescuAndrei Madalin Butnaru,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04182-3_42,10.1007/978-3-030-04182-3_42,,,,,Neural Information Processing,Chapter,Springer
707,,"Improving Software Automation Testing Using Jenkins, and Machine Learning Under Big Data",Ali StoukyBtissam JaoujaneRachid DaoudiHabiba Chaoui,2018,,,http://link.springer.com/chapter/10.1007/978-3-319-98752-1_10,10.1007/978-3-319-98752-1_10,,,,,Big Data Technologies and Applications,Chapter,Springer
708,,Heterogeneous defect prediction with two-stage ensemble learning,Zhiqiang LiXiao-Yuan JingXiaoke ZhuHongyu ZhangBaowen XuShi Ying,2019,,,http://link.springer.com/article/10.1007/s10515-019-00259-1,10.1007/s10515-019-00259-1,,,,,Automated Software Engineering,Article,Springer
709,,Detecting Agreement and Disagreement in Political Debates,Mahboubeh AhmadalinezhadMasoud Makrehchi,2018,,,http://link.springer.com/chapter/10.1007/978-3-319-93372-6_6,10.1007/978-3-319-93372-6_6,,,,,"Social, Cultural, and Behavioral Modeling",Chapter,Springer
710,,"Signal Processing Architectures, Algorithms, and Human–Machine Interactions in Urban Applications",Anandakumar HaldoraiArulmurugan RamuSuriya Murugan,2019,,,http://link.springer.com/chapter/10.1007/978-3-030-26013-2_3,10.1007/978-3-030-26013-2_3,,,,,Computing and Communication Systems in Urban Development,Chapter,Springer
711,,Automated Transfer for Reinforcement Learning Tasks,Haitham Bou AmmarSiqi ChenKarl TuylsGerhard Weiss,2014,,,http://link.springer.com/article/10.1007/s13218-013-0286-8,10.1007/s13218-013-0286-8,,,,,KI - Künstliche Intelligenz,Article,Springer
712,,An empirical study of factors affecting cross-project aging-related bug prediction with TLAP,Fangyun QinXiaohui WanBeibei Yin,2020,,,http://link.springer.com/article/10.1007/s11219-019-09460-7,10.1007/s11219-019-09460-7,,,,,Software Quality Journal,Article,Springer
713,,Testing machine learning based systems: a systematic mapping,Vincenzo RiccioGunel JahangirovaAndrea StoccoNargiz HumbatovaMichael WeissPaolo Tonella,2020,,,http://link.springer.com/article/10.1007/s10664-020-09881-0,10.1007/s10664-020-09881-0,,,,,Empirical Software Engineering,Article,Springer
714,,Fast Pathfinding in Knowledge Graphs Using Word Embeddings,Leon MartinJan H. BoockmannAndreas Henrich,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-58285-2_27,10.1007/978-3-030-58285-2_27,,,,,KI 2020: Advances in Artificial Intelligence,Chapter,Springer
715,,AIRV: Enabling Deep Learning Inference on RISC-V,Yangyang Kong,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-49556-5_9,10.1007/978-3-030-49556-5_9,,,,,"Benchmarking, Measuring, and Optimizing",Chapter,Springer
716,,A Novel Deep Learning Framework Approach for Sugarcane Disease Detection,Sakshi SrivastavaPrince KumarNoor MohdAnuj SinghFateh Singh Gill,2020,,,http://link.springer.com/article/10.1007/s42979-020-0094-9,10.1007/s42979-020-0094-9,,,,,SN Computer Science,Article,Springer
717,,What can Android mobile app developers do about the energy consumption of machine learning?,Andrea McIntoshSafwat HassanAbram Hindle,2019,,,http://link.springer.com/article/10.1007/s10664-018-9629-2,10.1007/s10664-018-9629-2,,,,,Empirical Software Engineering,Article,Springer
718,,Deep Learning-Based Part-of-Speech Tagging of the Tigrinya Language,Senait Gebremichael TesfagergishJurgita Kapociute-Dzikiene,2020,,,http://link.springer.com/chapter/10.1007/978-3-030-59506-7_29,10.1007/978-3-030-59506-7_29,,,,,Information and Software Technologies,Chapter,Springer
719,,CROKAGE: effective solution recommendation for programming tasks by leveraging crowd knowledge,Rodrigo Fernandes Gomes da SilvaChanchal K. RoyMohammad Masudur RahmanKevin A. SchneiderKlérisson PaixãoCarlos Eduardo de Carvalho DantasMarcelo de Almeida Maia,2020,,,http://link.springer.com/article/10.1007/s10664-020-09863-2,10.1007/s10664-020-09863-2,,,,,Empirical Software Engineering,Article,Springer
720,,Understanding Metaphors Using Emotions,Sunny RaiShampa ChakravertyDevendra K. TayalDivyanshu SharmaAyush Garg,2019,,,http://link.springer.com/article/10.1007/s00354-018-0045-3,10.1007/s00354-018-0045-3,,,,,New Generation Computing,Article,Springer
721,,Chinese Event Recognition via Ensemble Model,Wei LiuZhenyu YangZongtian Liu,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04221-9_23,10.1007/978-3-030-04221-9_23,,,,,Neural Information Processing,Chapter,Springer
722,,Optimum Network/Framework Selection from High-Level Specifications in Embedded Deep Learning Vision Applications,Delia Velasco-MonteroJorge Fernández-BerniRicardo Carmona-GalánÁngel Rodríguez-Vázquez,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-01449-0_31,10.1007/978-3-030-01449-0_31,,,,,Advanced Concepts for Intelligent Vision Systems,Chapter,Springer
723,,Thyroid Nodule Segmentation in Ultrasound Images Based on Cascaded Convolutional Neural Network,Xiang YingZhihui YuRuiguo YuXuewei LiMei YuMankun ZhaoKai Liu,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-04224-0_32,10.1007/978-3-030-04224-0_32,,,,,Neural Information Processing,Chapter,Springer
724,,Composite Descriptors and Deep Features Based Visual Phrase for Image Retrieval,Yanhong WangLinna ZhangYigang CenRuizhen ZhaoTingting ChaiYi Cen,2018,,,http://link.springer.com/chapter/10.1007/978-3-030-00021-9_43,10.1007/978-3-030-00021-9_43,,,,,Cloud Computing and Security,Chapter,Springer
