,id,title,author,year,publisher,issn,url,doi,abstract,keyword,pages,num_pages,publication_venue,content_type,source
802,,TSTSS: A two-stage training subset selection framework for cross version defect prediction,"Xu Z., Li S., Luo X., Liu J., Zhang T., Tang Y., Xu J., Yuan P., Keung J.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064625005&doi=10.1016%2fj.jss.2019.03.027&partnerID=40&md5=97b8cc1da74232c5f5b4cb4008f434db,10.1016/j.jss.2019.03.027,"Cross Version Defect Prediction (CVDP) is a practical scenario by training the classification model on the historical data of the prior version and then predicting the defect labels of modules in the current version. Unfortunately, the differences of data distribution across versions may hinder the effectiveness of the trained CVDP model. Thus, it is not trivial to select a suitable training subset from the prior version to promote the CVDP performance. In this paper, we propose a novel method, called Two-Stage Training Subset Selection (TSTSS), to address this challenging issue. In the first stage, TSTSS utilizes a sparse modeling representative selection method to select an initial module subset from the prior version which can well reconstruct the data of the prior version. In the second stage, TSTSS leverages a dissimilarity-based sparse subset selection method to further refine the selected module subset, which enables the selected modules to well represent the modules of the current version. Finally, we use a novel weighted extreme learning machine classifier to construct the CVDP model. We evaluate the CVDP performance of TSTSS on 50 cross-version pairs using 6 indicators. The experiments show that TSTSS can efficiently improve the CVDP performance compared with 11 baseline methods. © 2019",Cross version defect prediction; Spare modeling; Training subset selection; Weighted extreme learning machine,"59, 78",,Journal of Systems and Software,Article,Scopus
803,,A cost-effective strategy for software vulnerability prediction based on bellwether analysis*,"Kudjo P.K., Chen J.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070571753&doi=10.1145%2f3293882.3338985&partnerID=40&md5=54ef4a04d51ab322dcb1137aa6e7bd3e,10.1145/3293882.3338985,"Vulnerability Prediction Models (VPMs) aims to identify vulnerable and non-vulnerable components in large software systems. Consequently, VPMs presents three major drawbacks (i) finding an effective method to identify a representative set of features from which to construct an effective model. (ii) the way the features are utilized in the machine learning setup (iii) making an implicit assumption that parameter optimization would not change the outcome of VPMs. To address these limitations, we investigate the significant effect of the Bellwether analysis on VPMs. Specifically, we first develop a Bellwether algorithm to identify and select an exemplary subset of data to be considered as the Bellwether to yield improved prediction accuracy against the growing portfolio benchmark. Next, we build a machine learning approach with different parameter settings to show the improvement of performance of VPMs. The prediction results of the suggested models were assessed in terms of precision, recall, F-measure, and other statistical measures. The preliminary result shows the Bellwether approach outperforms the benchmark technique across the applications studied with F-measure values ranging from 51.1% - 98.5%. © 2019 Copyright held by the owner/author(s). Publication rights licensed to the",,"424, 427",,ISSTA 2019 - Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis,Conference Paper,Scopus
804,,Motor Bearing Fault Diagnosis Based on Deep Learning,"Zhang W., Hu Y., Zeng D., Luo W., Li G., Liu M.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077964392&doi=10.1109%2fSNPD.2019.8935673&partnerID=40&md5=494cdea9c58d840fb182cc6394982992,10.1109/SNPD.2019.8935673,"The effective fault monitoring of the motor bearings not only can ensure the smooth and efficient operation of equipment, but also can detect and eliminate the running fault in time to prevent major accidents. Based on deep learning algorithm, this paper constructs a stacked auto-encoder (SAE) network. The input data are compressed by introduced sparsity constraint, so that the network can accurately extract the fault characteristics of the input data. And the fault recognition ability of the network can be improved by introducing random noise to reconstruct input data. The simulation result shows that the SAE network can not only overcome the shortcomings of traditional fault diagnosis methods that requires personnel to distinguish fault samples and needs a large number of prior knowledge; but also realize the self-learning of fault feature information. The accuracy rates of fault identification reach 98%, 94%, 96% and 95.5% in four different working conditions. What's more, the network can adapt to the actual multi-load cases, demonstrate strong robustness under different working conditions. © 2019 IEEE.",data reconstruction; deep learning; fault diagnosis; sparsity constraint; stacked auto-encoder,"8, 14",,"Proceedings - 20th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2019",Conference Paper,Scopus
805,,Assets Predictive Maintenance Using Convolutional Neural Networks,"Silva W., Capretz M.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077955092&doi=10.1109%2fSNPD.2019.8935752&partnerID=40&md5=3b55f509d06a6832fd6f6a83f8cc74b7,10.1109/SNPD.2019.8935752,"Predictive Maintenance (PdM) performs maintenance based on the asset's health status indicators. Sensors can measure an unusual pattern of these indicators, such as an increased motor's vibration level or higher energy consumption, and, in most cases, failures are preceded by an unusual pattern of these measurements. Convolutional Neural Network (CNN) is a Machine Learning technique capable of extracting data representation. This paper presents a CNN framework to tackle assets predictive maintenance problem and a method to transform 1-dimensional (1-D) data into an image-like representation (2-D). A data transformation step is very important to make the use of CNN feasible. To evaluate the proposed framework two datasets were obtained from fans, with distinct electrical pattern, from a building at Western University. The data was preprocessed, transformed in a image-like representation and fed to a tuned classifier. The results presented by the CNN-PdM framework showed that the combination of CNN with the proposed data transformation method outperformed traditional machine learning techniques (Random Forest, Support Vector Machine, and Multi-Layer Perceptron). The model created by the CNN-PdM framework achieved accuracy rates as high as 98% for one of the datasets and 95% for the other. © 2019 IEEE.",Convolutional Neural Networks; Machine Learning; Predictive Maintenance,"59, 66",,"Proceedings - 20th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2019",Conference Paper,Scopus
806,,Information Extraction based on Named Entity for Tourism Corpus,"Chantrapornchai C., Tunsakul A.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074236490&doi=10.1109%2fJCSSE.2019.8864166&partnerID=40&md5=729c3673e48ca32ceb9ed583725318e6,10.1109/JCSSE.2019.8864166,"Tourism information is scattered around nowadays. To search for the information, it is usually time consuming to browse through the results from search engine, select and view the details of each accommodation. In this paper, we present a methodology to extract particular information from full text returned from the search engine to facilitate the users. The approach is based on name entity recognition (NER). The main steps are 1) building training data and 2) building the model. The key task is the building training data: First, the tourism data are gathered and the vocabularies are built. Several minor steps include sentence extraction, relation and name entity extraction for tagging purpose. Then, the recognition model of a given entity type can be built. From the experiments, given hotel description, the model can extract the desired entity,i.e, name, location, facility as well as relation type. The extracted data can further be stored as a structured information, e.g., in the ontology format, for future querying and inference. The model for automatic named entity identification, based on machine learning, yields the error ranging 5%-25%. © 2019 IEEE.",,"187, 192",,JCSSE 2019 - 16th International Joint Conference on Computer Science and Software Engineering: Knowledge Evolution Towards Singularity of Man-Machine Intelligence,Conference Paper,Scopus
807,,Natural Language Contents Evaluation System for Detecting Fake News using Deep Learning,"Ahn Y.-C., Jeong C.-S.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074227967&doi=10.1109%2fJCSSE.2019.8864171&partnerID=40&md5=fd5c1115e4e30f0a7b521cef710fc062,10.1109/JCSSE.2019.8864171,"This Recently, a lot of information is spreading rapidly on SNS. Inaccurate communication of news media includes fears about unreliable sources and fake news that lacks confirmation of facts. Fake news is spread through SNS, causing social confusion and further economic loss. The purpose of the news is accurate information transmission. In this regard, it is very important to judge the discrepancies in the contents of the text and the distorted reports. We try to solve the problem of judging whether the sentence to be verified is correct after collecting the facts. This paper defines the problem of extracting the related sentences from the input sentence in Fact Data Corpus which is assumed to be fact and judging whether the extracted sentence and the input sentence are true or false. In the various NLP tasks, we create a Korean-specific pre-Training model using state-of-The-Art BERT. Using this model, fine-Tuning is performed to match the data set detected by Korean fake news. The AUROC score of 83.8% is derived from the test set generated using the fine-Tuned model. © 2019 IEEE.",BERT; Fake news Detection; NLP,"289, 292",,JCSSE 2019 - 16th International Joint Conference on Computer Science and Software Engineering: Knowledge Evolution Towards Singularity of Man-Machine Intelligence,Conference Paper,Scopus
808,,Convolutional Neural Networks Using MobileNet for Skin Lesion Classification,"Sae-Lim W., Wettayaprasit W., Aiyarak P.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074222224&doi=10.1109%2fJCSSE.2019.8864155&partnerID=40&md5=675792f5d7b7b70fcca88e5517042cb7,10.1109/JCSSE.2019.8864155,"Skin lesion classification is a particular interesting area of research in dermatoscopic lesion image processing. In this paper, we present a skin lesion classification approach based on the light weight deep Convolutional Neural Networks (CNNs), called MobileNet. We employed MobileNet and proposed the modified MobileNet for skin lesion classification. For the evaluation of our model, we had used the official dataset of Human Against Machine with 10,000 training images (HAM 10000) which was a collection of multisource dermatoscopic images. Data up-sampling and data augmentation method were used in our study for improving the efficiency of the classifier. The comparison results showed that our modified model had achieved higher accuracy, specificity, sensitivity, and F1-score than the traditional MobileNet. © 2019 IEEE.",convolutional neural networks; deep neural networks; image processing; MobileNet; skin lesion classification,"242, 247",,JCSSE 2019 - 16th International Joint Conference on Computer Science and Software Engineering: Knowledge Evolution Towards Singularity of Man-Machine Intelligence,Conference Paper,Scopus
809,,Classification of nutrient deficiency in black gram using deep convolutional neural networks,"Han K.A.M., Watchareeruetai U.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074221928&doi=10.1109%2fJCSSE.2019.8864224&partnerID=40&md5=2e46c122b77dd1831994ecafb964e16e,10.1109/JCSSE.2019.8864224,"This paper investigates the use of various deep convolutional neural networks (CNNs) with transfer learning to identify nutrient deficiencies from a leaf image. Experiments were conducted with a dataset containing 4,088 images of black gram (Vigna mungo) leaves grown under seven different treatments, i.e., complete nutrient treatment and six nutrient deficiency treatment, including calcium (Ca), iron (Fe), magnesium (Mg), nitrogen (N), potassium (K), and phosphorus (P) deficiencies. Experimental results indicate that a deep CNN model known as ResNet50 was the best among all experimented models with a test accuracy of 65.44% and a F-measure of 66.15%. In addition, We found that the ResNet50 model obviously outperformed a block-based method and the human performance reported in a literature. © 2019 IEEE.",black gram; convolutional neural network; deep learning; pretrained network; transfer learning,"277, 282",,JCSSE 2019 - 16th International Joint Conference on Computer Science and Software Engineering: Knowledge Evolution Towards Singularity of Man-Machine Intelligence,Conference Paper,Scopus
810,,Restricted Boltzmann Machines: A Review [受限玻尔兹曼机研究综述],"Zhang J., Ding S.-F., Zhang N., Du P., Du W., Yu W.-J.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073878063&doi=10.13328%2fj.cnki.jos.005840&partnerID=40&md5=172b646fb529ca5b7cb2b7fd4deb555c,10.13328/j.cnki.jos.005840,"The Probabilistic graph is a research hotspot in machine learning at present. Generative models based on probabilistic graphs model have been widely used in image generation and speech processing. The restricted Boltzmann machines (RBMs) is a probabilistic undirected graph, which has important research value in modeling data distribution. On the one hand, the RBMs model can be used to construct deep neural network, and on the other hand, it can provide statistical support of deep nets. This paper mainly summarizes the related research of RBMs based probability graph model and their applications in image recognition. Firstly, this paper introduces the basic concepts and training algorithms of RBMs. Secondly, this paper summarizes the applications of RBMs in deep learning; and then, this paper discusses existing problems in research of neural nets and RBMs. Finally, this paper gives a summary and prospect of the research on the RBMs. © Copyright 2019, Institute of Software, the Chinese Academy of Sciences. All rights reserved.",Deep learning; Neural net; Probabilistic undirected graph; Restricted Boltzmann machine,"2073, 2090",,Ruan Jian Xue Bao/Journal of Software,Review,Scopus
811,,MVSE: Effort-Aware Heterogeneous Defect Prediction via Multiple-View Spectral Embedding,"Xu Z., Ye S., Zhang T., Xia Z., Pang S., Wang Y., Tang Y.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073802117&doi=10.1109%2fQRS.2019.00015&partnerID=40&md5=b60f7ecc56ca65bfd3744dfff589299b,10.1109/QRS.2019.00015,"Cross-Project Defect Prediction (CPDP) predicts defects in a target project using the defect information of the external project. Existing CPDP methods assume that the data of two projects share identical features. When cross-project data contain heterogeneous features, traditional CPDP methods become ineffective. In this paper, we propose a novel approach called Multiple-View Spectral Embedding (MVSE) to address the heterogeneous CPDP issue. MVSE treats the cross-project data as two different views and exploits the spectral embedding method to map the heterogeneous feature sets into a consistent space where the two mapped feature sets have maximal similarity. To evaluate MVSE in the realistic setting, we employ an effort-Aware performance indicator that considers the cost of inspection in the context of heterogeneous CPDP scenario. We have conducted extensive experiments to compare MVSE with two state-of-The-Art heterogeneous CPDP methods and within-project setting. The experiments on 94 cross project pairs show that MVSE achieves promising results. © 2019 IEEE.",effort-Aware evaluation; heterogeneous cross-project defect prediction; multiple-view learning; spectral embedding,"10, 17",,"Proceedings - 19th IEEE International Conference on Software Quality, Reliability and Security, QRS 2019",Conference Paper,Scopus
812,,An Exploratory Study on Judicial Image Quality Assessment Based on Deep Learning,"Gu Q., Cai W., Yu S., Chen Z.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073801938&doi=10.1109%2fQRS.2019.00046&partnerID=40&md5=3fbde74283adc292031c7071474a3271,10.1109/QRS.2019.00046,"Images are important judicial materials. With the deepening of intelligent systems in the judicial area, image quality plays a vital role in the result of many judicial applications. This paper firstly introduces deep learning into judicial image quality assessment. Pre-Trained convolutional neural network (CNN) models are fine-Tuned and then used to extract image features. Based on the features extracted from CNN models, we convert them into specific numbers representing the quality. A preliminary experiment has been designed and conducted on three types of judicial images. The experimental results show that our approach can outperform the existing image processing technique. Images used as investigation materials are more distinctive than the other two types, and they need an independent model for analyzing. © 2019 IEEE.",Deep Learning; Image Quality Assessment; Judicial Image,"300, 305",,"Proceedings - 19th IEEE International Conference on Software Quality, Reliability and Security, QRS 2019",Conference Paper,Scopus
813,,A Transfer Learning Based Interpretable User Experience Model on Small Samples,"Yu Q., Che X., Yang Y., Wang L.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073784123&doi=10.1109%2fQRS.2019.00035&partnerID=40&md5=a24ca57155b72661f0fa41544155c3ab,10.1109/QRS.2019.00035,"User experience (UX) is a key factor that affects software survival time. A rich line of research has studied the relationships between UX and software factors to modify software and improve user satisfaction. However, the existing machine learning models for predicting UX on small data set is not accurate enough, and research with traditional statistical methods only obtained indistinct relations among UX, user characteristics and software factors. With the goal of improving the accuracy of UX model and obtaining sufficient UX relationships, we propose Transfer in Cart (TrCart) algorithm and Transfer Adaboost in Cart (TrAdaBoostCart) algorithm. To verify this approach, we present the UX study on a desktop game and an android game. According to the experimental results, we find that the TrAdaBoostCart has better accuracy and interpretable results. Hence, the proposed approach provides important guidelines for the design process of mobile applications. © 2019 IEEE.",decision tree; mobile application; transfer learning; user characteristics; user experience,"186, 196",,"Proceedings - 19th IEEE International Conference on Software Quality, Reliability and Security, QRS 2019",Conference Paper,Scopus
814,,Assessing the significant impact of concept drift in software defect prediction,"Kabir M.A., Keung J.W., Benniny K.E., Zhang M.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072713940&doi=10.1109%2fCOMPSAC.2019.00017&partnerID=40&md5=37059993a46c9cdb56cf75ab5037ec61,10.1109/COMPSAC.2019.00017,"Concept drift is a known phenomenon in software data analytics. It refers to the changes in the data distribution over time. The performance of analytic and prediction models degrades due to the changes in the data over time. To improve prediction performance, most studies propose that the prediction model be updated when concept drift occurs. In this work, we investigate the existence of concept drift and its associated effects on software defect prediction performance. We adopt the strategy of an empirically proven method DDM (Drift Detection Method) and evaluate its statistical significance using the chi-square test with Yates continuity correction. The objective is to empirically determine the concept drift and to calibrate the base model accordingly. The empirical study indicates that the concept drift occurs in software defect datasets, and its existence subsequently degrades the performance of prediction models. Two types of concept drifts (gradual and sudden drifts) were identified using the chi-square test with Yates continuity correction in the software defect datasets studied. We suggest concept drift should be considered by software quality assurance teams when building prediction models. © 2019 IEEE.",Concept drift detection; Defect prediction; Empirical software engineering; Software quality; Streaming data,"53, 58",,Proceedings - International Computer Software and Applications Conference,Conference Paper,Scopus
815,,"Proceedings - 2019 IEEE 43rd Annual Computer Software and Applications Conference, COMPSAC 2019",[No author name available],2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072710187&partnerID=40&md5=b5abdbe44bb5099b4169bf6a03fd6b62,,The proceedings contain 266 papers. The topics discussed include: precise and robust detection of advertising fraud; dockerfile TF smell detection based on dynamic and static analysis methods; using gamification to motivate occupants to energy efficiency in a social setting of a building automation system; view-adaptive weighted deep transfer learning for distributed time-series classification; context aware image annotation in active learning with batch mode; the SAMBA approach for self-adaptive model-based online testing of services orchestrations; bi-dimensional representation of patients for diagnosis prediction; formal verification of blockchain smart contract based on colored Petri net models; SpacePhaser: phase space embedding visual analytics; and fuzzy value-at-risk forecasts using a novel data-driven neuro volatility predictive model.,,"991, nan",,Proceedings - International Computer Software and Applications Conference,Conference Review,Scopus
816,,View-adaptive weighted deep transfer learning for distributed time-series classification,"Bhattacharjee S.D., Tolone W.J., Mahabal A., Elshambakey M., Cho I., Djorgovski G.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072704754&doi=10.1109%2fCOMPSAC.2019.00061&partnerID=40&md5=f11930b7f1211f7fe02114dd2e347f01,10.1109/COMPSAC.2019.00061,"In this paper, we propose an effective, multi-view, deep, transfer learning framework for multivariate time-series data. Though widely used for tasks such as computer vision, the application of transfer learning to time-series classification problems (e.g., classification of light curves) is underexplored. The proposed framework makes several important contributions to facilitate knowledge sharing, while simultaneously ensuring an effective solution for domain specific fine-level categorizations. First, in contrast to the traditional approaches, the proposed framework describes pairwise view similarity by identifying a smaller subset of source-view samples that closely resemble the target data patterns. Second, by means of two-phase learning, a generic baseline model is learned on a larger source data collection and later fine-tuned on a smaller target data collection, precisely approximating the target data patterns. Third, an effective view-adaptive timestamp weighting scheme evaluates the relative importance of each timestamp in a more data-driven manner, which enables a more flexible yet discriminative feature representation scheme in the presence of evolving data characteristics. As shown by experiments, compared to the existing approaches, our proposed deep transfer learning framework improves classification performance by around 2-3% in the UCI multi-view activity recognition dataset, while also showing a robust, generalized representation capacity in classifying several large-scale multi-view light curve collections. © 2019 IEEE.",Deep Learning; Distributed Time-Series Analysi; LSTM; Minimum Description Length; Mult-iview Classification; RNN; Transfer Learning,"373, 381",,Proceedings - International Computer Software and Applications Conference,Conference Paper,Scopus
817,,Chinese social media entity linking based on effective context with topic semantics,"Ma C., Sha Y., Tan J., Guo L., Peng H.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072694474&doi=10.1109%2fCOMPSAC.2019.00063&partnerID=40&md5=4277947ce133787e733fc2599762e4e6,10.1109/COMPSAC.2019.00063,"On social media, entity linking is very important for natural language processing tasks, such as Sentiment Analysis, Question Answering (QA) and Machine Translation. Compared to English-oriented entity linking, Chinese entity linking has its special difficulties. Just like the entity linking for short text, Chinese microblogs have lots of noise and the mention lacks effective context information. In order to solve these problems, we present a new model for Chinese microblogs entity linking. Entity linking usually includes two steps: candidate entities generation and candidate entities ranking. First, based on the characteristics of Chinese, we put forward multi-method fusion strategies for candidate generation to improve the recall rate of candidate entities. Second, we propose a new neural network model called TAS (Topic attention Siamese) for candidate entities ranking. In TAS model, we add effective topic semantics on Siamese network to learn representations of context, mention and entity, and rank the mention-entity similarity. The representation of mention incorporates information from multiple sentences on the same topic, which can effectively solve the problem of the lack of contextual information. We also use Character-enhanced Word Embedding model (CWE) to pre-train both word embedding and characters embedding to work out noise and word segmentation impact. Experimental results demonstrate that our method significantly outperforms the state-of-the-art results for entity linking on Chinese social media. © 2019 IEEE.",Chinese microblogs; Effective contexts; Entity linking; Siamese network; Topic semantics,"386, 395",,Proceedings - International Computer Software and Applications Conference,Conference Paper,Scopus
818,,A scalable framework for multilevel streaming data analytics using deep learning,"Ge S., Isah H., Zulkernine F., Khan S.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072677284&doi=10.1109%2fCOMPSAC.2019.10205&partnerID=40&md5=3c7b971f5300f84747d34cca43e9f1c3,10.1109/COMPSAC.2019.10205,"The rapid growth of data in velocity, volume, value, variety, and veracity has enabled exciting new opportunities and presented big challenges for businesses of all types. Recently, there has been considerable interest in developing systems for processing continuous data streams with the increasing need for real-time analytics for decision support in the business, healthcare, manufacturing, and security. The analytics of streaming data usually relies on the output of offline analytics on static or archived data. However, businesses and organizations like our industry partner Gnowit, strive to provide their customers with real time market information and continuously look for a unified analytics framework that can integrate both streaming and offline analytics in a seamless fashion to extract knowledge from large volumes of hybrid streaming data. We present our study on designing a multilevel streaming text data analytics framework by comparing leading edge scalable open-source, distributed, and in-memory technologies. We demonstrate the functionality of the framework for a use case of multilevel text analytics using deep learning for language understanding and sentiment analysis including data indexing and query processing. Our framework combines Spark streaming for real time text processing, the Long Short Term Memory (LSTM) deep learning model for higher level sentiment analysis, and other tools for SQL-based analytical processing to provide a scalable solution for multilevel streaming text analytics. © 2019 IEEE",Deep learning; Natural language processing; News media; Sentiment analysis; Unstructured data,"189, 194",,Proceedings - International Computer Software and Applications Conference,Conference Paper,Scopus
819,,Automatic multi-class non-functional software requirements classification using neural networks,"Baker C., Deng L., Chakraborty S., Dehlinger J.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072673024&doi=10.1109%2fCOMPSAC.2019.10275&partnerID=40&md5=919c36bdf795686b3ca74f52ac935366,10.1109/COMPSAC.2019.10275,"Advances in machine learning (ML) algorithms, graphics processing units, and readily available ML libraries have enabled the application of ML to open software engineering challenges. Yet, the use of ML to enable decision-making during the software engineering lifecycle is not well understood as there are various ML models requiring parameter tuning. In this paper, we leverage ML techniques to develop an effective approach to classify software requirements. Specifically, we investigate the design and application of two types of neural network models, an artificial neural network (ANN) and a convolutional neural network (CNN), to classify non-functional requirements (NFRs) into the following five categories: maintainability, operability, performance, security and usability. We illustrate and experimentally evaluate this work through two widely used datasets consisting of nearly 1,000 NFRs. Our results indicate that our CNN model can effectively classify NFRs by achieving precision ranging between 82% and 94%, recall ranging between 76% and 97% with an F-score ranging between 82% and 92%. © 2019 IEEE",Machine learning; Non-functional requirements; Requirements engineering,"610, 615",,Proceedings - International Computer Software and Applications Conference,Conference Paper,Scopus
820,,"Proceedings - 2019 IEEE 43rd Annual Computer Software and Applications Conference, COMPSAC 2019",[No author name available],2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072663199&partnerID=40&md5=954628725faa5e46394b3a99d8a6d817,,The proceedings contain 266 papers. The topics discussed include: precise and robust detection of advertising fraud; dockerfile TF smell detection based on dynamic and static analysis methods; using gamification to motivate occupants to energy efficiency in a social setting of a building automation system; view-adaptive weighted deep transfer learning for distributed time-series classification; context aware image annotation in active learning with batch mode; the SAMBA approach for self-adaptive model-based online testing of services orchestrations; bi-dimensional representation of patients for diagnosis prediction; formal verification of blockchain smart contract based on colored Petri net models; SpacePhaser: phase space embedding visual analytics; and fuzzy value-at-risk forecasts using a novel data-driven neuro volatility predictive model.,,,1709.0,Proceedings - International Computer Software and Applications Conference,Conference Review,Scopus
821,,Feature boosting in natural image classification,"Saxena P., Saxena D., Nie X., Helmers A., Ramachandran N., Sakib N., Ahamed S.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072656182&doi=10.1109%2fCOMPSAC.2019.10184&partnerID=40&md5=9307fe2cdc888a9a8731ecd90e18468d,10.1109/COMPSAC.2019.10184,"Computer Vision has become the poster child for Deep Learning. The image classification accuracy of convolutional neural nets on benchmark data sets has increased every year since their inception. This has been aided with advances in feature fusion. The increase in the availability of image-text occurrence has lead to text augmented feature spaces that have lead to higher accuracy in in image classification tasks. However, these works are limited to instances where text is readily available. This study presents an approach to featurize text within natural images with the goal of augmenting image features for image classification tasks. Text extraction and featurization in natural images is a challenging task due to challenges in reliable text localization and OCR results, both being impeded by the variability in image text and errors in OCR. We overcome these challenges by implementing a novel bounding box concatenation algorithm and a novel feature boosting algorithm. The result is a pipeline that encodes an image into a text feature space. Classifiers trained on the text based feature space have comparable accuracy to the state of the art Convolutional Neural Nets (CNN’s) while being significantly inexpensive computationally. Moreover, the augmentation of text features to image features generates a hybrid feature space with a higher information content for a classification problem when compared to a feature space comprised exclusively of image features. Thus, we see a rise in classification accuracy across all state of the art machine learning algorithms. © 2019 IEEE",Computer vision; Feature space augmentation; Index Terms—deep learning; Transfer learning,"61, 67",,Proceedings - International Computer Software and Applications Conference,Conference Paper,Scopus
822,,Segmenting brain tumors from FLAIR MRI using fully convolutional neural networks,"Ribalta Lorenzo P., Nalepa J., Bobek-Billewicz B., Wawrzyniak P., Mrukwa G., Kawulok M., Ulrych P., Hayball M.P.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065640821&doi=10.1016%2fj.cmpb.2019.05.006&partnerID=40&md5=e347f09822b7147624456d24759e0bc7,10.1016/j.cmpb.2019.05.006,"Background and Objective: Magnetic resonance imaging (MRI) is an indispensable tool in diagnosing brain-tumor patients. Automated tumor segmentation is being widely researched to accelerate the MRI analysis and allow clinicians to precisely plan treatment—accurate delineation of brain tumors is a critical step in assessing their volume, shape, boundaries, and other characteristics. However, it is still a very challenging task due to inherent MR data characteristics and high variability, e.g., in tumor sizes or shapes. We present a new deep learning approach for accurate brain tumor segmentation which can be trained from small and heterogeneous datasets annotated by a human reader (providing high-quality ground-truth segmentation is very costly in practice). Methods: In this paper, we present a new deep learning technique for segmenting brain tumors from fluid attenuation inversion recovery MRI. Our technique exploits fully convolutional neural networks, and it is equipped with a battery of augmentation techniques that make the algorithm robust against low data quality, and heterogeneity of small training sets. We train our models using only positive (tumorous) examples, due to the limited amount of available data. Results: Our algorithm was tested on a set of stage II-IV brain-tumor patients (image data collected using MAGNETOM Prisma 3T, Siemens). Rigorous experiments, backed up with statistical tests, revealed that our approach outperforms the state-of-the-art approach (utilizing hand-crafted features) in terms of segmentation accuracy, offers very fast training and instant segmentation (analysis of an image takes less than a second). Building our deep model is 1.3 times faster compared with extracting features for extremely randomized trees, and this training time can be controlled. Finally, we showed that too aggressive data augmentation may lead to deteriorated performance of the model, especially in the fixed-budget training (with maximum numbers of training epochs). Conclusions: Our method yields the better performance when compared with the state of the art method which utilizes hand-crafted features. In addition, our deep network can be effectively applied to difficult (small, imbalanced, and heterogeneous) datasets, offers controllable training time, and infers in real-time. © 2019 Elsevier B.V.",Brain tumor; Deep neural network; Image segmentation; MRI,"135, 148",,Computer Methods and Programs in Biomedicine,Article,Scopus
823,,A new approach for arrhythmia classification using deep coded features and LSTM networks,"Yildirim O., Baloglu U.B., Tan R.-S., Ciaccio E.J., Acharya U.R.",2019,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065567077&doi=10.1016%2fj.cmpb.2019.05.004&partnerID=40&md5=30642c31b1e341636c20ba00eb8cfbda,10.1016/j.cmpb.2019.05.004,"Background and objective: For diagnosis of arrhythmic heart problems, electrocardiogram (ECG)signals should be recorded and monitored. The long-term signal records obtained are analyzed by expert cardiologists. Devices such as the Holter monitor have limited hardware capabilities. For improved diagnostic capacity, it would be helpful to detect arrhythmic signals automatically. In this study, a novel approach is presented as a candidate solution for these issues. Methods: A convolutional auto-encoder (CAE)based nonlinear compression structure is implemented to reduce the signal size of arrhythmic beats. Long-short term memory (LSTM)classifiers are employed to automatically recognize arrhythmias using ECG features, which are deeply coded with the CAE network. Results: Based upon the coded ECG signals, both storage requirement and classification time were considerably reduced. In experimental studies conducted with the MIT-BIH arrhythmia database, ECG signals were compressed by an average 0.70% percentage root mean square difference (PRD)rate, and an accuracy of over 99.0% was observed. Conclusions: One of the significant contributions of this study is that the proposed approach can significantly reduce time duration when using LSTM networks for data analysis. Thus, a novel and effective approach was proposed for both ECG signal compression, and their high-performance automatic recognition, with very low computational cost. © 2019 Elsevier B.V.",Arrhythmia detection; Autoencoders; Deep learning; ECG compression; LSTM,"121, 133",,Computer Methods and Programs in Biomedicine,Article,Scopus
