,id,title,author,year,issn,url,doi,abstract,keyword,pages,num_pages,content_type,publication_venue,publisher
442,,Architectural Patterns for Cross-Domain Personalised Automotive Functions,S. Kugele; C. Segler; T. Hubregtsen,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101332,10.1109/ICSA47634.2020.00026,"Context: Future automotive customer functions will be highly personalisable and adapt their settings proactively in an intelligent way. Aim: We aim at designing generic architectural patterns for functional architectures containing machine learning components. Method: We first formalise a new architectural model. Based on this model, we present and discuss three alternative architectural patterns: (1) concurrent learning, (2) end-to-end learning, and (3) user shadow learning. For these patterns, three alternative integration approaches are discussed: (i) centralised holistic approach, (ii) domain-specific approach, and (iii) dedicated approach. Moreover, we conduct an evaluation using real car data for different customer functions. Conclusion: We propose the use of the user shadow learning pattern in the dynamic architectural model. The user shadow learning pattern is not affected by safety constraints, as is usually the case for integrating artificial intelligence, as it only models user behaviour while leaving the original function intact. To integrate the multitude of models, we propose a domain-specific approach. This approach provides a balance between the trade-offs in the dedicated approach and the holistic approach, being high computational overhead and design complexity, respectively.",architectural patterns;automotive;personalisation;intelligent functions;artificial intelligence,"191, 201",,IEEE Conferences,2020 IEEE International Conference on Software Architecture (ICSA),IEEE
443,,A Semantic-Based Framework for Analyzing App Users' Feedback,A. Yadav; R. Sharma; F. H. Fard,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054843,10.1109/SANER48275.2020.9054843,"The competitive market of mobile apps requires app developers to consider the users' feedback frequently. This feedback, when comes from different resources, e.g. App Stores and Twitter, will provide a broader picture of the state of the app, as the users discuss different topics on each platform. Automated tools are developed to filter the informative comments for app developers. However, to integrate the feedbacks from different platforms, one should evaluate the similarities and/or differences of the text from each one. Different meaning of the words in various context, makes this evaluation a challenging task for automated processes. For example, Request night theme and Add dark mode are two comments that are requesting the same feature. This similarity cannot be identified automatically if the semantics of the words are not embedded in the analysis. In this paper, we propose a new framework to analyze the users' feedback by embedding their semantics. As a case study, we investigate whether our approach can identify the similar/different comments from Google Play Store and Twitter, in the two well studied classes of bug reports and feature requests from literature. The initial results, validated by expert evaluation and statistical analysis, shows that this framework can automatically measure the semantic differences among users' comments in both groups. The framework can be used to build intelligent tools to integrate the users' feedback from other platforms, as well as providing ways to analyze the reviews in more detail automatically.",app review analysis;user feedback analysis;reviews vs tweets;semantic analysis,"572, 576",,IEEE Conferences,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",IEEE
444,,SpojitR: Intelligently Link Development Artifacts,M. Rath; M. T. Tomova; P. Mäder,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054839,10.1109/SANER48275.2020.9054839,"Traceability has been acknowledged as an important part of the software development process and is considered relevant when performing tasks such as change impact and coverage analysis. With the growing popularity of issue tracking systems and version control systems developers began including the unique identifiers of issues to commit messages. The goal of this message tagging is to trace related artifacts and eventually establish project-wide traceability. However, the trace creation process is still performed manually and not free of errors, i. e. developers may forget to tag their commit with an issue id. The prototype spojitR is designed to assist developers in tagging commit messages and thus (semi-) automatically creating trace links between commits and an issue they are working on. When no tag is present in a commit message, spojitR offers the developer a short recommendation list of potential issue ids to tag the commit message. We evaluated our tool using an open-source project hosted by the Apache Software Foundation. The source code, a demonstration, and a video about spojitR is available online: https://github.com/SECSY-Group/spojitr.",software development;traceability;version control systems;issue tracking systems;workflow systems,"652, 656",,IEEE Conferences,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",IEEE
445,,Automatically Learning Patterns for Self-Admitted Technical Debt Removal,F. Zampetti; A. Serebrenik; M. Di Penta,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054868,10.1109/SANER48275.2020.9054868,"Technical Debt (TD) expresses the need for improvements in a software system, e.g., to its source code or architecture. In certain circumstances, developers “self-admit” technical debt (SATD) in their source code comments. Previous studies investigate when SATD is admitted, and what changes developers perform to remove it. Building on these studies, we present a first step towards the automated recommendation of SATD removal strategies. By leveraging a curated dataset of SATD removal patterns, we build a multi-level classifier capable of recommending six SATD removal strategies, e.g., changing API calls, conditionals, method signatures, exception handling, return statements, or telling that a more complex change is needed. SARDELE (SAtd Removal using DEep LEarning) combines a convolutional neural network trained on embeddings extracted from the SATD comments with a recurrent neural network trained on embeddings extracted from the SATD-affected source code. Our evaluation reveals that SARDELE is able to predict the type of change to be applied with an average precision of ~55%, recall of ~ 57%, and AUC of 0.73, reaching up to 73% precision, 63% recall, and 0.74 AUC for certain categories such as changes to method calls. Overall, results suggest that SATD removal follows recurrent patterns and indicate the feasibility of supporting developers in this task with automated recommenders.",Self-Admitted Technical Debt;Recommender Systems;Deep Learning;Neural Networks,"355, 366",,IEEE Conferences,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",IEEE
446,,We Are Family: Analyzing Communication in GitHub Software Repositories and Their Forks,S. Brisson; E. Noei; K. Lyons,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054834,10.1109/SANER48275.2020.9054834,"GitHub facilitates software development practices that encourage collaboration and communication. Part of GitHub's model includes forking, which enables users to make changes on a copy of the base repository. The process of forking opens avenues of communication between the users from the base repository and the users from the forked repositories. Since forking on GitHub is a common mechanism for initiating repositories, we are interested in how communication between a repository and its forks (forming a software family) relates to stars. In this paper, we study communications within 385 software families comprised of 13,431 software repositories. We find that the fork depth, the number of users who have contributed to multiple repositories in the same family, the number of followers from outside the family, familial pull requests, and reported issues share a statistically significant relationship with repository stars. Due to the importance of issues and pull requests, we identify and compare common topics in issues and pull requests from inside the repository (via branching) and within the family (via forking). Our results offer insights into the importance of communication within a software family, and how this leads to higher individual repository star counts.",Empirical study;Open source software;Data mining;Software maintenance;Software family,"59, 69",,IEEE Conferences,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",IEEE
447,,Leveraging Machine Learning for Software Redocumentation,V. Geist; M. Moser; J. Pichler; S. Beyer; M. Pinzger,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054838,10.1109/SANER48275.2020.9054838,"Source code comments contain key information about the underlying software system. Many redocumentation approaches, however, cannot exploit this valuable source of information. This is mainly due to the fact that not all comments have the same goals and target audience and can therefore only be used selectively for redocumentation. Performing a required classification manually, e.g. in the form of heuristic rules, is usually time-consuming and error-prone and strongly dependent on programming languages and guidelines of concrete software systems. By leveraging machine learning, it should be possible to classify comments and thus transfer valuable information from the source code into documentation with less effort but the same quality. We applied different machine learning techniques to a COBOL legacy system and compared the results with industry-strength heuristic classification. As a result, we found that machine learning outperforms the heuristics in number of errors and less effort.",software redocumentation;legacy system;comment classification pipeline;heuristic rules;machine learning;NLP;CNNs,"622, 626",,IEEE Conferences,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",IEEE
448,,Cross-Dataset Design Discussion Mining,A. Mahadi; K. Tongay; N. A. Ernst,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054792,10.1109/SANER48275.2020.9054792,"Being able to identify software discussions that are primarily about design—which we call design mining—can improve documentation and maintenance of software systems. Existing design mining approaches have good classification performance using natural language processing (NLP) techniques, but the conclusion stability of these approaches is generally poor. A classifier trained on a given dataset of software projects has so far not worked well on different artifacts or different datasets. In this study, we replicate and synthesize these earlier results in a meta—analysis. We then apply recent work in transfer learning for NLP to the problem of design mining. However, for our datasets, these deep transfer learning classifiers perform no better than less complex classifiers. We conclude by discussing some reasons behind the transfer learning approach to design mining.",replication;mining software design;empirical software engineering;transfer learning,"149, 160",,IEEE Conferences,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",IEEE
449,,Req2Lib: A Semantic Neural Model for Software Library Recommendation,Z. Sun; Y. Liu; Z. Cheng; C. Yang; P. Che,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054865,10.1109/SANER48275.2020.9054865,"Third-party libraries are crucial to the development of software projects. To get suitable libraries, developers need to search through millions of libraries by filtering, evaluating, and comparing. The vast number of libraries places a barrier for programmers to locate appropriate ones. To help developers, researchers have proposed automated approaches to recommend libraries based on library usage pattern. However, these prior studies can not sufficiently match user requirements and suffer from cold-start problem. In this work, we would like to make recommendations based on requirement descriptions to avoid these problems. To this end, we propose a novel neural approach called Req2Lib which recommends libraries given descriptions of the project requirement. We use a Sequence-to-Sequence model to learn the library linked-usage information and semantic information of requirement descriptions in natural language. Besides, we apply a domain-specific pre-trained word2vec model for word embedding, which is trained over textual corpus from Stack Overflow posts. In the experiment, we train and evaluate the model with data from 5,625 java projects. Our preliminary evaluation demonstrates that Req2Lib can recommend libraries accurately.",Library Recommendation;Deep Learning;GitHub,"542, 546",,IEEE Conferences,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",IEEE
450,,CORE: Automating Review Recommendation for Code Changes,J. K. Siow; C. Gao; L. Fan; S. Chen; Y. Liu,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054794,10.1109/SANER48275.2020.9054794,"Code review is a common process that is used by developers, in which a reviewer provides useful comments or points out defects in the submitted source code changes via pull request. Code review has been widely used for both industry and open-source projects due to its capacity in early defect identification, project maintenance, and code improvement. With rapid updates on project developments, code review becomes a non-trivial and labor-intensive task for reviewers. Thus, an automated code review engine can be beneficial and useful for project development in practice. Although there exist prior studies on automating the code review process by adopting static analysis tools or deep learning techniques, they often require external sources such as partial or full source code for accurate review suggestion. In this paper, we aim at automating the code review process only based on code changes and the corresponding reviews but with better performance. The hinge of accurate code review suggestion is to learn good representations for both code changes and reviews. To achieve this with limited source, we design a multi-level embedding (i.e., word embedding and character embedding) approachto represent the semantics provided by code changes and reviews. The embeddings are then well trained through a proposed attentional deep learning model, as a whole named CORE. We evaluate the effectiveness of CORE on code changes and reviews collected from 19 popular Java projects hosted on Github. Experimental results show that our model CORE can achieve significantly better performance than the state-of-the-art model (DeepMem), with an increase of 131.03% in terms of Recall@10 and 150.69% in terms of Mean Reciprocal Rank. Qualitative general word analysis among project developers also demonstrates the performance of CORE in automating code review.",,"284, 295",,IEEE Conferences,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",IEEE
451,,Automating Intention Mining,Q. Huang; X. Xia; D. Lo; G. C. Murphy,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8493285,10.1109/TSE.2018.2876340,"Developers frequently discuss aspects of the systems they are developing online. The comments they post to discussions form a rich information source about the system. Intention mining, a process introduced by Di Sorbo et al., classifies sentences in developer discussions to enable further analysis. As one example of use, intention mining has been used to help build various recommenders for software developers. The technique introduced by Di Sorbo et al. to categorize sentences is based on linguistic patterns derived from two projects. The limited number of data sources used in this earlier work introduces questions about the comprehensiveness of intention categories and whether the linguistic patterns used to identify the categories are generalizable to developer discussion recorded in other kinds of software artifacts (e.g., issue reports). To assess the comprehensiveness of the previously identified intention categories and the generalizability of the linguistic patterns for category identification, we manually created a new dataset, categorizing 5,408 sentences from issue reports of four projects in GitHub. Based on this manual effort, we refined the previous categories. We assess Di Sorbo et al.'s patterns on this dataset, finding that the accuracy rate achieved is low (0.31). To address the deficiencies of Di Sorbo et al.'s patterns, we propose and investigate a convolution neural network (CNN)-based approach to automatically classify sentences into different categories of intentions. Our approach optimizes CNN by integrating batch normalization to accelerate the training speed, and an automatic hyperparameter tuning approach to tune appropriate hyperparameters of CNN. Our approach achieves an accuracy of 0.84 on the new dataset, improving Di Sorbo et al.'s approach by 171 percent. We also apply our approach to improve an automated software engineering task, in which we use our proposed approach to rectify misclassified issue reports, thus reducing the bias introduced by such data to other studies. A case study on four open source projects with 2,076 issue reports shows that our approach achieves an average AUC score of 0.687, which improves other baselines by at least 16 percent.",Deep Learning;Intention;Issue Report;Empirical Study,"1098, 1119",,IEEE Journals,IEEE Transactions on Software Engineering,IEEE
452,,Metamorphic Relations for Enhancing System Understanding and Use,Z. Q. Zhou; L. Sun; T. Y. Chen; D. Towey,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8493260,10.1109/TSE.2018.2876433,"Modern information technology paradigms, such as online services and off-the-shelf products, often involve a wide variety of users with different or even conflicting objectives. Every software output may satisfy some users, but may also fail to satisfy others. Furthermore, users often do not know the internal working mechanisms of the systems. This situation is quite different from bespoke software, where developers and users typically know each other. This paper proposes an approach to help users to better understand the software that they use, and thereby more easily achieve their objectives-even when they do not fully understand how the system is implemented. Our approach borrows the concept of metamorphic relations from the field of metamorphic testing (MT), using it in an innovative way that extends beyond MT. We also propose a “symmetry” metamorphic relation pattern and a “change direction” metamorphic relation input pattern that can be used to derive multiple concrete metamorphic relations. Empirical studies reveal previously unknown failures in some of the most popular applications in the world, and show how our approach can help users to better understand and better use the systems. The empirical results provide strong evidence of the simplicity, applicability, and effectiveness of our methodology.",Metamorphic exploration;symmetry;metamorphic testing;metamorphic relation;metamorphic relation pattern;metamorphic relation input pattern;change direction;oracle problem;user experience;user countermeasure;software validation,"1120, 1154",,IEEE Journals,IEEE Transactions on Software Engineering,IEEE
453,,Finding Faster Configurations Using <sc>FLASH</sc>,V. Nair; Z. Yu; T. Menzies; N. Siegmund; S. Apel,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8469102,10.1109/TSE.2018.2870895,"Finding good configurations of a software system is often challenging since the number of configuration options can be large. Software engineers often make poor choices about configuration or, even worse, they usually use a sub-optimal configuration in production, which leads to inadequate performance. To assist engineers in finding the better configuration, this article introduces Flash, a sequential model-based method that sequentially explores the configuration space by reflecting on the configurations evaluated so far to determine the next best configuration to explore. Flash scales up to software systems that defeat the prior state-of-the-art model-based methods in this area. Flash runs much faster than existing methods and can solve both single-objective and multi-objective optimization problems. The central insight of this article is to use the prior knowledge of the configuration space (gained from prior runs) to choose the next promising configuration. This strategy reduces the effort (i.e., number of measurements) required to find the better configuration. We evaluate Flash using 30 scenarios based on 7 software systems to demonstrate that Flash saves effort in 100 and 80 percent of cases in single-objective and multi-objective problems respectively by up to several orders of magnitude compared to state-of-the-art techniques.",Performance prediction;search-based SE;configuration;multi-objective optimization;sequential model-based methods,"794, 811",,IEEE Journals,IEEE Transactions on Software Engineering,IEEE
454,,Machine Learning-Based Prototyping of Graphical User Interfaces for Mobile Apps,K. Moran; C. Bernal-Cárdenas; M. Curcio; R. Bonett; D. Poshyvanyk,2020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8374985,10.1109/TSE.2018.2844788,"It is common practice for developers of user-facing software to transform a mock-up of a graphical user interface (GUI) into code. This process takes place both at an application's inception and in an evolutionary context as GUI changes keep pace with evolving features. Unfortunately, this practice is challenging and time-consuming. In this paper, we present an approach that automates this process by enabling accurate prototyping of GUIs via three tasks: detection, classification, and assembly. First, logical components of a GUI are detected from a mock-up artifact using either computer vision techniques or mock-up metadata. Then, software repository mining, automated dynamic analysis, and deep convolutional neural networks are utilized to accurately classify GUI-components into domain-specific types (e.g., toggle-button). Finally, a data-driven, K-nearest-neighbors algorithm generates a suitable hierarchical GUI structure from which a prototype application can be automatically assembled. We implemented this approach for Android in a system called ReDraw. Our evaluation illustrates that ReDraw achieves an average GUI-component classification accuracy of 91 percent and assembles prototype applications that closely mirror target mock-ups in terms of visual affinity while exhibiting reasonable code structure. Interviews with industrial practitioners illustrate ReDraw's potential to improve real development workflows.",GUI;CNN;mobile;prototyping;machine-learning;mining software repositories,"196, 221",,IEEE Journals,IEEE Transactions on Software Engineering,IEEE
455,,Securing PKES: Integrating Artificial Intelligence Into PKES Forcefield For Anomaly Detection,S. Rizvi; J. Imler; L. Ritchey; M. Tokar,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9307677,10.1109/ICSSA48308.2019.00008,"Passive Keyless Entry and Start System (PKES) is a convenient feature found in newer cars that allows the user to enter their car without having to press a button on a key fob. Users can simply walk up to their vehicle and once they are in close enough proximity, it unlocks and the user is granted access. However, the convenience of PKES comes at a price; vulnerability to relay attacks and amplified relay attacks. Our proposed method, PKES Forcefield, would protect the user from these attacks without sacrificing any convenience. PKES Forcefield utilizes coordinate tracing and multifactor authentication to secure the user. To add more security to PKES Forcefield, we propose AI integration to construct a profile for each user of the vehicle. This profile will store data on the habits of the user (location, walking speed, time, etc.). Once each user has a profile built from their input data, our system will be able to detect any behaviors that differ from the user's profile (anomalies) and then proper security measures will be taken depending on if the anomaly is considered to be a Low Risk Anomaly or a High Risk Anomaly.",Passive Keyless Entry and Start System;artificial intelligence;CAR security;PKES Forcefield;anomaly detection,"10, 15",,IEEE Conferences,2019 International Conference on Software Security and Assurance (ICSSA),IEEE
456,,Aspect Category Detection on Indonesian E-commerce Mobile Application Review,D. F. Nasiri; I. Budi,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9092619,10.1109/ICoDSE48700.2019.9092619,"E-commerce platform has a great influence on the growth of digital economy in Indonesia. This promising sector creates a fierce competition between e-commerce platforms. User reviews can be utilized to discover useful information for both developers and users. Developers use them for enhancing their application, while users take them as a consideration for using the application. We perform aspect category detection to retrieve the important aspects in reviews. We gather and analyze any aspect categories related to e-commerce and find that new potential aspects can be obtained from mobile application reviews, such as promos and payment. For identifying the aspects, we employ two different approaches, one-vs-all and single model, for 3748 annotated reviews. In one-vs-all we compare Naive Bayes, SVM, and the effect on using class-weights in SVM, since the distribution in the dataset is imbalanced. Meanwhile, we implement neural networks architecture for single model. We compare CNN to GRU+CNN architecture. GRU+CNN successfully achieves overall best result on both example-based and label-based performance metrics for multi-label task in our dataset. In example-based we use Hamming score to calculate the accuracy where GRU+CNN gets 71%, and it obtains 78% samples average F1-score for labelbased metric.",e-commerce;application review;aspect detection;multi-label;Indonesian review,"1, 6",,IEEE Conferences,2019 International Conference on Data and Software Engineering (ICoDSE),IEEE
457,,Rule-based Approach for English-Indonesian Code-switching Acoustic Model,R. Hartanto; D. P. Lestari,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9092620,10.1109/ICoDSE48700.2019.9092620,"The usage of English in daily conversation and many aspects in everyday life is increasing in Indonesia. It affects the usage of Indonesian as the main language. People often communicate using both English and Indonesian (code-switching). English-Indonesian code-switching causes degradation of the performance of Indonesian automatic speech recognition system. Other than out of vocabulary of foreign words, the system fails to recognize the foreign phonemes and predicts them as the most similar Indonesian phonemes. An investigation is conducted to improve the Indonesian automatic speech recognition system. To support the investigation, an English-Indonesian code-switching corpus is built. Rule-based approaches for English-Indonesian code-switching acoustic model are developed and experimented. Those approaches are English to Indonesian phone mapping and International Phonetic Alphabets based phone merging. The phoneme mapping approach succeeds to decrease the word error rate from the baseline system. This method outperformed the phone merging approach.",code-switching;automatic speech recognition system;acoustic model,"1, 5",,IEEE Conferences,2019 International Conference on Data and Software Engineering (ICoDSE),IEEE
458,,Sequential Multi-Kernel Convolutional Recurrent Network for Sentiment Classification,A. Oluwasanmi; S. Akeem; J. Jehoaida; M. U. Aftab; N. Hundera; B. Kumeda; E. Baagere; Z. Qin,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9040746,10.1109/ICSESS47205.2019.9040746,"The emergence of deep learning as a commanding technique for learning heterogeneous layers of feature representations have consequently substituted traditional machine learning algorithms which are generally poor in analyzing compound sentences. Additionally, convolutional and recurrent neural networks have auspiciously yielded state-of-the-art results in sentiment classification and Natural Language Processing (NLP). In this paper, a deep sentiment representation model through the combination of multiple Convolutional Neural Networks (CNN) kernels with Long Short-Term Memory (LSTM) is proposed for sentiment classification. Our model gains word vector representation using pre-trained Global Vectors for Word Representation (GloVe) embeddings, thereafter used as input to the CNN layer which extracts higher local text representations. Finally, Bidirectional LSTM (biLSTM) generates sentiment classification of sentence representation based on context dependent features. Our combined approach of CNN and biLSTM was experimented using the Stanford Large Movie Review Dataset (IMDB) and Stanford Sentiment Treebank Dataset (SSTB) for binary classification. The evaluation achieves outstanding results in outperforming several existing approaches with 90.4% accuracy on the Stanford Sentiment Treebank dataset and 94.8% accuracy on the Stanford Large Movie Review dataset. These results are achieved with a drastic reduction of model parameters and without a pooling layer in the CNN architecture, helping to retain local and structural information in comparison to other existing deep neural network frameworks.",component;sentiment analysis;natral language processing;convolutional neural network;recurrent neural network: word embeddings.,"1, 5",,IEEE Conferences,2019 IEEE 10th International Conference on Software Engineering and Service Science (ICSESS),IEEE
459,,Semantic Segmentation of Intracranial Hemorrhages in Head CT Scans,Y. Qiu; C. S. Chang; J. L. Yan; L. Ko; T. S. Chang,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9040733,10.1109/ICSESS47205.2019.9040733,"This paper presents a semantic segmentation method that can distinguish six different types of intracranial hemorrhage and calculate the amount of blood loss. The major challenge of medical image segmentation are the lack of enough data due to the difficulty of data collection and labeling. In this paper, we propose to adopt a pretrained U-Net model with fine tuning to solve this problem. The best final test accuracy can reach 94.1%, which is 10.5% higher than the model training from scratch, proving its advantages in dealing with relatively complex datasets with a small amount of data, and the success of the proposed segmentation method.",segmentation;intracranial hemorrhage;U-Net;pretrained;blood loss,"112, 115",,IEEE Conferences,2019 IEEE 10th International Conference on Software Engineering and Service Science (ICSESS),IEEE
460,,Research on Chinese Naming Recognition Model Based on BERT Embedding,Q. Cai,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9040736,10.1109/ICSESS47205.2019.9040736,"Named entity recognition (NER) is one of the foundations of natural language processing(NLP). In the method of Chinese named entity recognition based on neural network, the vector representation of words is an important step. Traditional word embedding method map words or chars into a single vector, which can not represent the polysemy of words. To solve this problem, a named entity recognition method based on BERT Embedding model is proposed. The method enhances the semantic representation of words by BERT(Bidirectional Encoder Representations from Transformers) pre-trained language model. BERT can generates the semantic vectors dynamically according to the context of the words, and then inputs the word vectors into BiGRU-CRF for training. The whole model can be trained during training. It is also possible to fix the BERT and train only the BiGRU-CRF part. Experiments show that the two training methods of the model reach 95.43% F1 and 94.18% F1 in MSRA corpus, respectively, which are better than the current optimal Lattice-LSTM model.",component;chinese NER;BERT;BiGRU;Pre-trained Language Model;CRF,"1, 4",,IEEE Conferences,2019 IEEE 10th International Conference on Software Engineering and Service Science (ICSESS),IEEE
461,,Images’ Partially Blurred Part Location and Restoration based on the Calculation Model and GAN Algorithm,T. Wu; H. Mao; K. Xie; Y. Xie,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9040737,10.1109/ICSESS47205.2019.9040737,"Digital images would be blurred due to defocus and motion of objects. A lot of researches have been done on the restoration of motion blurred images. Unlike the global motion blurred image, the local blurred image needs different methods to recover as there is both clear and blurred part in an image. In this paper, we proposed a method combining calculation model and Generative Adversarial Network (GAN), which can automatically identify the local blurred region and deblurring. Also, the blurred part can be filled back correctly. Firstly, the gradient image of the complete image is calculated based on the Sobel operator. The boundary information of the fuzzy region and the Gauss function variance of the blurred and clear region are obtained. And the power spectral gradient of the whole image and each local pixel block are further compared with the variance of the Gauss function. After the analysis is accomplished, a more accurate fixed position is achieved. After finishing extracting with clipping pixels, the extracted fuzzy region is input into the pre-trained Generative Adversarial Network to restore the local image. Finally, the alpha channel algorithm is used to calculate the RGB component without the alpha channel of the two images. The simulation results show the feasibility of this method.",partial blurred images;sobel operator;power spectral gradient;Generative Adversarial Network,"171, 175",,IEEE Conferences,2019 IEEE 10th International Conference on Software Engineering and Service Science (ICSESS),IEEE
462,,Vehicle Type Recognition Based on Radon-CDT Hybrid Transfer Learning,S. Guan; B. Liao; Y. Du; X. Yin,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9040687,10.1109/ICSESS47205.2019.9040687,"Recognition of vehicle type is an important and challenging tasks. To improve the accuracy and reduce the computational complexity of model for vehicle type recognition, this paper proposes the vehicle type recognition method based on Radon-CDT hybrid transfer learning. Deep features of images are obtained by the pre-trained CNNs, then Radon-CDT are used to capture the non-linearly property of the features. This method makes full use of the excellent feature extraction ability of convolution layer and the property to make data linearly separable of Radon-CDT. Experimental results show that the proposed method is a very promising alternative to deal with the recognition of vehicle type, which obtains a better recognition accuracy than other popular models (AlexNet, VGG and ResNet).",vehicle type recognition;convolution neural network;Radon-CDT;transfer learning,"1, 4",,IEEE Conferences,2019 IEEE 10th International Conference on Software Engineering and Service Science (ICSESS),IEEE
463,,A Chinese Question Answering System based on GPT,S. Liu; X. Huang,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9040807,10.1109/ICSESS47205.2019.9040807,"The Chinese question-answering system needs to select the most appropriate answer from the answer library for user according to the given question on the natural language form. Previous question-answering systems required modeling for specific task characteristics and designing multiple modules. This paper first proposes to use the Generative Pre-trained Transformer (GPT) to implement the Chinese question-answering system. To optimize and improve the model, this Chinese model pays more attention to the contextual content and semantic characteristics, and we designed a new method to train this model. This model reduces the number of modules in the question-answering system. This paper evaluates the model on the Document-Based Chinese Question and Answer (DBQA) dataset and achieves a 2.5% improvement in MRR/MAP over the latest lattice convolutional neural networks (Lattice CNNs).",Chinese Question-Answering System;GPT;Transformer;Self-Attention (key words),"533, 537",,IEEE Conferences,2019 IEEE 10th International Conference on Software Engineering and Service Science (ICSESS),IEEE
464,,DeepDroid: Feature Selection approach to detect Android malware using Deep Learning,A. Mahindru; A. L. Sangal,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9040821,10.1109/ICSESS47205.2019.9040821,"Smartphones are now able to use for various purposes such as online banking, social networking, web browsing, ubiquitous services, MMS, and more daily essential needs through various apps. However, these apps are highly vulnerable to various types of malware attacks attributed to their open nature and high popularity in the market. The fault lies in the underneath permission model of Android apps. These apps need several sensitive permissions during their installation and runtime, which enables possible security breaches by malware. Hence, there is a requirement to develop a malware detection that can provide an effective solution to defense the mobile user from any malicious threat. In this paper, we proposed a framework which works on the principals of feature selection methods and Deep Neural Network (DNN) as a classifier. In this study, we empirically evaluate 1,20,000 Android apps and applied five different feature selection techniques. Out of which by using a set of features formed by Principal component analysis (PCA)can able to detect 94% Android malware from real-world apps.",Android apps;Machine learning;Feature selection;Malware detection,"16, 19",,IEEE Conferences,2019 IEEE 10th International Conference on Software Engineering and Service Science (ICSESS),IEEE
465,,An Efficient End-to-End Channel Level Pruning Method for Deep Neural Networks Compression,L. Zeng; S. Chen; S. Zeng,2019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9040742,10.1109/ICSESS47205.2019.9040742,"Deep neural networks (DNNS) have obtained compelling performance among many visual tasks by a significant increase in the computation and memory consumption, which severely impede their applications on resource-constrained systems like smart mobiles or embedded devices. To solve these problems, recent efforts toward compressing DNNS have received increased focus. In this paper, we proposed an effective end-to-end channel pruning approach to compress DNNS. To this end, firstly, we introduce additional auxiliary classifiers to enhance the discriminative power of shallow and intermediate layers. Secondly, we impose Ll-regularization on the scaling factors and shifting factors in batch normalization (BN) layer, and adopt the fast and iterative shrinkage-thresholding algorithm (FISTA) to effectively prune the redundant channels. Finally, by forcing selected factors to zero, we can prune the corresponding unimportant channels safely, thus obtaining a compact model. We empirically reveal the prominent performance of our approach with several state-of-theart DNNS architectures, including VGGNet, and MobileNet, on different datasets. For instance, on cifar10 dataset, the pruned MobileNet achieves 26. 9x reduction in model parameters and 3. 9x reduction in computational operations with only 0.04% increase of classification error.",component;DNNS;network pruning;channel pruning;classification,"43, 46",,IEEE Conferences,2019 IEEE 10th International Conference on Software Engineering and Service Science (ICSESS),IEEE
